@relation defacto

@attribute name_feature string
@attribute page_rank_max numeric
@attribute page_rank_sum numeric
@attribute total_hit_count numeric
@attribute topic_coverage_sum numeric
@attribute topic_coverage_max numeric
@attribute topic_majority_web_sum numeric
@attribute topic_majority_web_max numeric
@attribute topic_majority_search_sum numeric
@attribute topic_majority_search_max numeric
@attribute number_of_confirming_facts numeric
@attribute number_of_confirming_sites numeric
@attribute total_positives_evidence_score numeric
@attribute total_negatives_evidence_score numeric
@attribute domain_range_check numeric
@attribute class {true,false}

@data
false/random/computing_platform_8.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,false
false/random/country_3.ttl,0,0,253326,0,0,0,0,0,0,0,0,0,0,0.5,false
false/random/country_9.ttl,0,0,41,0,0,0,0,0,0,0,0,0,0,1,false
false/random/death_place_1.ttl,0,0,70379,0,0,0,0,0,0,0,0,0,0,0.5,false
false/random/death_place_8.ttl,0,0,6,0,0,0,0,0,0,0,0,0,0,1,false
false/random/department_3.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
false/random/department_4.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
false/random/department_9.ttl,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,false
false/random/director_8.ttl,0,0,20942,0,0,0,0,0,0,20,0,0,0,0.5,false
false/random/distributor_0.ttl,0,0,1,0,0,0,0,0,0,0,0,0,0,1,false
false/random/distributor_1.ttl,0,0,180817,0,0,0,0,0,0,0,0,0,0,0,false
false/random/distributor_4.ttl,0,0,192091,0,0,0,0,0,0,2,0,0,0,0.5,false
false/random/district_7.ttl,0,0,2,0,0,0,0,0,0,0,0,0,0,0.5,false
false/random/district_8.ttl,0,0,911,0,0,0,0,0,0,0,0,0,0,0.5,false
false/random/family_0.ttl,0,0,13821,0,0,0,0,0,0,0,0,0,0,0,false
false/random/family_3.ttl,0.003927,0.003927,6999308,0.008625,0.003535,0.20763,0.09374,0.335831,0.003919,62,0,0,0.011715,0,false
false/random/family_4.ttl,0,0,440,?,?,0,0,0,0,0,0,0,0,0.5,false
false/random/format_2.ttl,0,0,204,?,?,0,0,0,0,0,0,0,0,0.5,false
false/random/former_team_4.ttl,0,0,497,?,?,0,0,0,0,0,0,0,0,0.5,false
false/random/former_team_5.ttl,0,0,34,0,0,0,0,0,0,0,0,0,0,0,false
false/random/former_team_6.ttl,0,0,500,0,0,0,0,0,0,0,0,0,0,1,false
false/random/former_team_7.ttl,0,0,588638,0,0,0,0,0,0,6,0,0,0,1,false
false/random/former_team_9.ttl,0,0,2105906,0,0,0,0,0,0,187,0,0,0,0,false
false/random/genre_2.ttl,0,0,3,0,0,0,0,0,0,0,0,0,0,0.5,false
false/random/genus_0.ttl,0,0,34,?,?,0,0,0,0,0,0,0,0,1,false
false/random/genus_1.ttl,0,0,1516,0,0,0,0,0,0,152,0,0,0,0.5,false
false/random/genus_5.ttl,0,0,9,0,0,0,0,0,0,0,0,0,0,0.5,false
false/random/ground_1.ttl,0,0,92345,?,?,0,0,0,0,0,0,0,0,1,false
false/random/industry_2.ttl,6.325879,6.389895,31101700,1.010211,0.813327,133.519058,85.851213,50.738912,0.899702,418,0,0,0.945395,0,false
false/random/industry_9.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,false
false/random/is_part_of_1.ttl,0,0,33852,0,0,0,0,0,0,8,0,0,0,0,false
false/random/is_part_of_6.ttl,0,0,34,?,?,0,0,0,0,0,0,0,0,0.5,false
false/random/kingdom_2.ttl,0,0,299,?,?,0,0,0,0,8,0,0,0,1,false
false/random/language_2.ttl,0,0,26401,0,0,0,0,0,0,0,0,0,0,0,false
false/random/language_6.ttl,4.93384,14.181582,1563201,7.591737,0.799861,1646.714065,207.217494,370.48362,0.99063,1138,10,1,0.960393,0.5,false
false/random/language_7.ttl,0,0,179818805,0,0,0,0,0,0,8,0,0,0,0,false
false/random/location_3.ttl,0,0,53708800,0,0,0,0,0,0,28,0,0,0,0,false
false/random/location_6.ttl,0,0,45,0,0,0,0,0,0,7,0,0,0,0.5,false
false/random/location_7.ttl,0,0,307,0,0,0,0,0,0,0,0,0,0,0.5,false
false/random/location_9.ttl,0,0,110341,0,0,0,0,0,0,13,0,0,0,1,false
false/random/music_composer_2.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
false/random/music_composer_6.ttl,0,0,52,0,0,0,0,0,0,0,0,0,0,0.5,false
false/random/music_composer_8.ttl,0,0,26,0,0,0,0,0,0,0,0,0,0,0,false
false/random/music_composer_9.ttl,0,0,6,0,0,0,0,0,0,0,0,0,0,0.5,false
false/random/musical_artist_2.ttl,0,0,58393,0,0,0,0,0,0,0,0,0,0,0,false
false/random/musical_band_1.ttl,0,0,1,0,0,0,0,0,0,0,0,0,0,1,false
false/random/musical_band_3.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
false/random/musical_band_9.ttl,0,0,174299,?,?,0,0,0,0,0,0,0,0,1,false
false/random/nationality_6.ttl,0,0,187793,0,0,0,0,0,0,0,0,0,0,1,false
false/random/nationality_7.ttl,0,0,3,0,0,0,0,0,0,0,0,0,0,0,false
false/random/order_0.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,false
false/random/order_2.ttl,0,0,21026335,0,0,0,0,0,0,6,0,0,0,0.5,false
false/random/owner_2.ttl,0,0,352596,0,0,0,0,0,0,0,0,0,0,1,false
false/random/party_0.ttl,0,0,1060557,0,0,0,0,0,0,89,0,0,0,0.5,false
false/random/party_1.ttl,0,0,23182,0,0,0,0,0,0,0,0,0,0,0.5,false
false/random/party_6.ttl,0,0,311416,0,0,0,0,0,0,0,0,0,0,1,false
false/random/phylum_0.ttl,0,0,1219,0,0,0,0,0,0,0,0,0,0,0,false
false/random/phylum_7.ttl,0,0,3,0,0,0,0,0,0,0,0,0,0,0.5,false
false/random/producer_0.ttl,0,0,243963,0,0,0,0,0,0,0,0,0,0,0.5,false
false/random/producer_2.ttl,0,0,203467,0,0,0,0,0,0,0,0,0,0,0,false
false/random/producer_4.ttl,0,0,93254,0,0,0,0,0,0,0,0,0,0,0,false
false/random/product_5.ttl,0,0,13,0,0,0,0,0,0,0,0,0,0,0.5,false
false/random/product_7.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
false/random/product_8.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,false
false/random/publisher_1.ttl,0,0,5,0,0,0,0,0,0,0,0,0,0,1,false
false/random/publisher_4.ttl,0,0,10,0,0,0,0,0,0,0,0,0,0,1,false
false/random/publisher_6.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,false
false/random/publisher_9.ttl,0,0,3,0,0,0,0,0,0,0,0,0,0,0.5,false
false/random/record_label_1.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
false/random/record_label_3.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
false/random/record_label_8.ttl,0.101919,0.101919,14249900,0.024889,0.018685,6.199682,4.467057,1.521436,0.024064,45,0,0,0.048153,0,false
false/random/recorded_in_0.ttl,0,0,956366,0,0,0,0,0,0,55,0,0,0,1,false
false/random/region_1.ttl,0,0,26,0,0,0,0,0,0,0,0,0,0,0,false
false/random/region_2.ttl,0,0,24,?,?,0,0,0,0,0,0,0,0,0.5,false
false/random/region_5.ttl,0.247478,0.296196,72423004,0.183302,0.164985,24.729549,22.272988,15.155043,0.247392,72,0,0,0.267997,0.5,false
false/random/region_8.ttl,0,0,244585,?,?,0,0,0,0,0,0,0,0,1,false
false/random/residence_1.ttl,0.003006,0.003006,568702,0.000328,0.000328,0.080552,0.080552,0.016568,0.000563,246,0,0,0.000601,0.5,false
false/random/residence_7.ttl,0,0,289,0,0,0,0,0,0,0,0,0,0,0,false
false/random/residence_8.ttl,0,0,6,0,0,0,0,0,0,12,0,0,0,0.5,false
false/random/starring_5.ttl,0,0,63808100,0,0,0,0,0,0,0,0,0,0,0,false
false/random/starring_6.ttl,0,0,132931,0,0,0,0,0,0,0,0,0,0,0,false
false/random/starring_7.ttl,0,0,1346596,0.00019,0.00019,0.012341,0.012341,0.005984,0.000292,50,0,0,0.000294,0.5,false
false/random/starring_9.ttl,0,0,460496,0.000109,0.000109,0.007878,0.007878,0.004296,0.000146,24,0,0,0.000146,1,false
false/random/state_0.ttl,0,0,133771,0,0,0,0,0,0,4,0,0,0,0.5,false
false/random/state_6.ttl,0,0,570,?,?,0,0,0,0,0,0,0,0,0.5,false
false/random/subsequent_work_5.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,false
false/random/successor_0.ttl,0,0,27236,0,0,0,0,0,0,2,0,0,0,0.5,false
false/random/successor_7.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
false/random/team_1.ttl,0,0,7,0,0,0,0,0,0,0,0,0,0,0.5,false
false/random/team_3.ttl,0.732845,0.736018,17698163,0.716598,0.439707,66.510604,46.16922,51.287272,0.728405,695,0,0,0.816061,0,false
false/random/team_5.ttl,0,0,90113,0,0,0,0,0,0,34,0,0,0,0.5,false
false/random/team_9.ttl,0,0,219718,0,0,0,0,0,0,1,0,0,0,0,false
false/random/writer_1.ttl,0,0,14695300,0,0,0,0,0,0,10,0,0,0,0.5,false
false/random/writer_2.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
false/random/writer_5.ttl,0,0,103075,0,0,0,0,0,0,64,0,0,0,0.5,false
false/random/writer_9.ttl,0,0,12,0,0,0,0,0,0,0,0,0,0,1,false
false/property/alma_mater_3.ttl,0,0,29602,0,0,0,0,0,0,0,0,0,0,1,false
false/property/alma_mater_5.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,false
false/property/alma_mater_6.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,false
false/property/artist_1.ttl,0.051256,0.117672,18227,0,0,0,0,0,0,28,0,0,0.046787,1,false
false/property/artist_5.ttl,0.012752,0.028995,32196,0.162649,0.0831,6.55602,3.490205,15.619764,0.1662,92,0,0,0.279994,1,false
false/property/artist_7.ttl,0,0,9,0,0,0,0,0,0,0,0,0,0,0.5,false
false/property/associated_musical_artist_5.ttl,0.01563,0.01563,86811,0.121847,0.116874,18.453374,17.484318,2.213267,0.12491,37,0,0,0.135358,1,false
false/property/associated_musical_artist_6.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,1,false
false/property/associated_musical_artist_7.ttl,0,0,165,0.101811,0.101811,4.326984,4.326984,1.44313,0.122601,2,0,0,0.123628,1,false
false/property/award_3.ttl,0,0,6,0,0,0,0,0,0,0,0,0,0,0.5,false
false/property/battle_1.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,false
false/property/battle_7.ttl,0,0,37,0,0,0,0,0,0,3,0,0,0,0.5,false
false/property/battle_9.ttl,0,0,6,0,0,0,0,0,0,0,0,0,0,0.5,false
false/property/binomial_authority_4.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,false
false/property/birth_place_2.ttl,0,0,9,0,0,0,0,0,0,0,0,0,0,0.5,false
false/property/birth_place_5.ttl,0,0,367,0,0,0,0,0,0,12,0,0,0,0.5,false
false/property/birth_place_6.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,1,false
false/property/branch_0.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
false/property/branch_3.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,false
false/property/city_0.ttl,0.548127,0.641804,29221,1.120164,0.585821,107.029775,42.753927,80.530071,0.585515,632,2,0.795657,0.465851,1,false
false/property/city_1.ttl,0.408404,0.784499,240780,1.017431,0.158903,105.740892,20.414916,51.650985,0.204023,334,0,0,0.838268,0.5,false
false/property/city_9.ttl,0.000585,0.000585,519605,0.000055,0.000055,0.003951,0.003951,0.00085,0.000146,17,0,0,0.000146,0.5,false
false/property/class_8.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,false
false/property/computing_platform_0.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,1,false
false/property/computing_platform_1.ttl,0,0,218556,0,0,0,0,0,0,0,0,0,0,0.5,false
false/property/computing_platform_2.ttl,0,0,78245,0,0,0,0,0,0,0,0,0,0,1,false
false/property/computing_platform_8.ttl,0,0,21925,0,0,0,0,0,0,60,0,0,0,1,false
false/property/country_3.ttl,0,0,7,0,0,0,0,0,0,0,0,0,0,1,false
false/property/country_9.ttl,0,0,7,0,0,0,0,0,0,0,0,0,0,0,false
false/property/death_place_1.ttl,0,0,253240,0.005066,0.005066,1.633925,1.633924,0.102596,0.007571,47,0,0,0.0076,0.5,false
false/property/death_place_8.ttl,0.047665,0.047665,23,?,?,0,0,0,0,18,0,0,0.011916,0.5,false
false/property/department_3.ttl,0,0,231,?,?,0,0,0,0,0,0,0,0,0.5,false
false/property/department_4.ttl,1.101388,1.101388,599375,0.606828,0.261223,46.429274,21.028459,24.308322,0.456134,44,0,0,0.750211,0.5,false
false/property/department_9.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
false/property/director_8.ttl,0,0,136900,0.049315,0.022744,5.279971,3.693647,0.703378,0.030084,229,0,0,0.061944,0,false
false/property/distributor_0.ttl,0,0,185,?,?,0,0,0,0,0,0,0,0,0.5,false
false/property/distributor_1.ttl,0,0,403,?,?,0,0,0,0,15,0,0,0.000001,0,false
false/property/distributor_4.ttl,0,0,58877,0,0,0,0,0,0,0,0,0,0,0.5,false
false/property/district_7.ttl,0,0,2,0,0,0,0,0,0,0,0,0,0,0.5,false
false/property/district_8.ttl,0,0,5,?,?,0,0,0,0,20,0,0,0,0,false
false/property/family_0.ttl,0,0,9,?,?,0,0,0,0,0,0,0,0,0.5,false
false/property/family_3.ttl,0,0,18,?,?,0,0,0,0,1,0,0,0,0.5,false
false/property/family_4.ttl,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,false
false/property/format_2.ttl,0,0,6,0,0,0,0,0,0,0,0,0,0,0.5,false
false/property/former_team_4.ttl,0.131424,0.175685,182273,0.166875,0.049284,43.668486,13.07671,5.98892,0.064125,246,0,0,0.202707,0.5,false
false/property/former_team_5.ttl,0,0,3,0,0,0,0,0,0,6,0,0,0,1,false
false/property/former_team_6.ttl,0,0,43,0,0,0,0,0,0,1,0,0,0,1,false
false/property/former_team_7.ttl,0,0,682,0,0,0,0,0,0,6,0,0,0,0,false
false/property/former_team_9.ttl,0,0,27244,0,0,0,0,0,0,2,0,0,0,1,false
false/property/genre_2.ttl,0,0,62,0,0,0,0,0,0,2,0,0,0,0.5,false
false/property/genus_0.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,false
false/property/genus_1.ttl,0,0,140,0,0,0,0,0,0,15,0,0,0,0,false
false/property/genus_5.ttl,0,0,6,?,?,0,0,0,0,0,0,0,0,1,false
false/property/ground_1.ttl,0,0,4,0,0,0,0,0,0,0,0,0,0,1,false
false/property/industry_2.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,false
false/property/industry_9.ttl,0,0,3,0,0,0,0,0,0,0,0,0,0,0.5,false
false/property/is_part_of_1.ttl,0,0,5,0,0,0,0,0,0,1,0,0,0,0.5,false
false/property/is_part_of_6.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,false
false/property/kingdom_2.ttl,0,0,13,?,?,0,0,0,0,0,0,0,0,1,false
false/property/language_2.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,false
false/property/language_6.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
false/property/language_7.ttl,0,0,3,0,0,0,0,0,0,0,0,0,0,1,false
false/property/location_3.ttl,0,0,127449,0,0,0,0,0,0,117,0,0,0,0.5,false
false/property/location_6.ttl,0,0,901715,0,0,0,0,0,0,0,0,0,0,0.5,false
false/property/location_7.ttl,0,0,25,0,0,0,0,0,0,4,0,0,0,1,false
false/property/location_9.ttl,0,0,214528,0,0,0,0,0,0,0,0,0,0,0,false
false/property/music_composer_2.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
false/property/music_composer_6.ttl,0,0,10,?,?,0,0,0,0,0,0,0,0,0.5,false
false/property/music_composer_8.ttl,0,0,468,0,0,0,0,0,0,5,0,0,0,0.5,false
false/property/music_composer_9.ttl,0,0,420,0,0,0,0,0,0,2,0,0,0,1,false
false/property/musical_artist_2.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,false
false/property/musical_band_1.ttl,0,0,176278,0.002866,0.002866,0.201186,0.201186,0.003487,0.003487,1,0,0,0.003726,0.5,false
false/property/musical_band_3.ttl,0.051853,0.051853,9,?,?,0,0,0,0,10,0,0,0.058278,0,false
false/property/musical_band_9.ttl,0,0,149,?,?,0,0,0,0,25,0,0,0.041602,0.5,false
false/property/nationality_6.ttl,0,0,13,0,0,0,0,0,0,0,0,0,0,1,false
false/property/nationality_7.ttl,0,0,42917,0,0,0,0,0,0,0,0,0,0,0.5,false
false/property/order_0.ttl,0,0,1,0,0,0,0,0,0,0,0,0,0,0,false
false/property/order_2.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
false/property/owner_2.ttl,0.000301,0.000301,750,0.000451,0.00024,0.049,0.02465,0.014744,0.000299,20,0,0,0.000601,0.5,false
false/property/party_0.ttl,0,0,1036,?,?,0,0,0,0,0,0,0,0,1,false
false/property/party_1.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,1,false
false/property/party_6.ttl,0,0,32,?,?,0,0,0,0,0,0,0,0,0.5,false
false/property/phylum_0.ttl,0,0,1,0,0,0,0,0,0,0,0,0,0,1,false
false/property/phylum_7.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,1,false
false/property/producer_0.ttl,0.249378,0.249378,574,0.236376,0.099751,24.711276,10.224511,6.262656,0.124066,8,0,0,0.273003,0.5,false
false/property/producer_2.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,false
false/property/producer_4.ttl,0,0,24001,?,?,0,0,0,0,0,0,0,0,0.5,false
false/property/product_5.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,false
false/property/product_7.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,false
false/property/product_8.ttl,0,0,9,0,0,0,0,0,0,0,0,0,0,1,false
false/property/publisher_1.ttl,0,0,1,0,0,0,0,0,0,1,0,0,0,1,false
false/property/publisher_4.ttl,0,0,775,0,0,0,0,0,0,42,0,0,0,1,false
false/property/publisher_6.ttl,0,0,324,0,0,0,0,0,0,15,0,0,0,0.5,false
false/property/publisher_9.ttl,0,0,444,0,0,0,0,0,0,11,0,0,0,0.5,false
false/property/record_label_1.ttl,0,0,42037,?,?,0,0,0,0,0,0,0,0,0.5,false
false/property/record_label_3.ttl,0,0,72161,0.003765,0.003765,0.568467,0.568467,0.09506,0.003507,6,0,0,0.003765,0.5,false
false/property/record_label_8.ttl,0,0,8,0,0,0,0,0,0,0,0,0,0,0.5,false
false/property/recorded_in_0.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,false
false/property/region_1.ttl,0,0,5,?,?,0,0,0,0,0,0,0,0,0,false
false/property/region_2.ttl,0,0,20,0,0,0,0,0,0,0,0,0,0,0.5,false
false/property/region_5.ttl,0,0,37,0,0,0,0,0,0,4,0,0,0,0.5,false
false/property/region_8.ttl,0.003197,0.003197,47530,0.061861,0.047511,3.811753,3.325777,1.822882,0.130339,26,0,0,0.151172,0,false
false/property/residence_1.ttl,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,false
false/property/residence_7.ttl,0,0,71011,0,0,0,0,0,0,6,0,0,0,0,false
false/property/residence_8.ttl,0.123477,0.441377,143961,1.560943,0.402574,102.587161,24.887915,27.31149,0.494195,495,0,0,0.924721,0,false
false/property/starring_5.ttl,0,0,25769,0.109944,0.109944,9.894994,9.894994,3.261512,0.109829,132,0,0,0.109944,0.5,false
false/property/starring_6.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,false
false/property/starring_7.ttl,0,0,921,?,?,0,0,0,0,3,0,0,0,1,false
false/property/starring_9.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,false
false/property/state_0.ttl,0,0,1759,0,0,0,0,0,0,36,0,0,0,1,false
false/property/state_6.ttl,0.020815,0.041202,26,0.122214,0.100584,1.893137,1.609349,1.017199,0.132762,19,0,0,0.155312,0,false
false/property/subsequent_work_5.ttl,0,0,524,0,0,0,0,0,0,0,0,0,0,0.5,false
false/property/successor_0.ttl,0,0,7,0,0,0,0,0,0,1,0,0,0,0.5,false
false/property/successor_7.ttl,0,0,5,0,0,0,0,0,0,0,0,0,0,0.5,false
false/property/team_1.ttl,0,0,643,?,?,0,0,0,0,0,0,0,0,0.5,false
false/property/team_3.ttl,0,0,788,0,0,0,0,0,0,4,0,0,0,1,false
false/property/team_5.ttl,0,0,18,0,0,0,0,0,0,2,0,0,0,0.5,false
false/property/team_9.ttl,0,0,1,0,0,0,0,0,0,3,0,0,0,1,false
false/property/writer_1.ttl,0.089312,0.216302,192227,0.852251,0.599771,217.587117,144.599319,32.996379,0.922599,366,0,0,0.957271,1,false
false/property/writer_2.ttl,0.019961,0.019961,209,?,?,0,0,0,0,134,0,0,0.656206,0.5,false
false/property/writer_5.ttl,0,0,32200,0,0,0,0,0,0,2,0,0,0,0,false
false/property/writer_9.ttl,0,0,30002,0,0,0,0,0,0,8,0,0,0,0.5,false
false/domain_range/alma_mater_3.ttl,0,0,1,0,0,0,0,0,0,0,0,0,0,1,false
false/domain_range/alma_mater_5.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,1,false
false/domain_range/alma_mater_6.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,1,false
false/domain_range/artist_1.ttl,0,0,15225,0,0,0,0,0,0,0,0,0,0,0.5,false
false/domain_range/artist_5.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,false
false/domain_range/artist_7.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,false
false/domain_range/associated_musical_artist_5.ttl,0,0,14,?,?,0,0,0,0,0,0,0,0,1,false
false/domain_range/associated_musical_artist_6.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,1,false
false/domain_range/associated_musical_artist_7.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,1,false
false/domain_range/award_3.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,1,false
false/domain_range/battle_1.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,1,false
false/domain_range/battle_7.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,1,false
false/domain_range/battle_9.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,1,false
false/domain_range/binomial_authority_4.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,1,false
false/domain_range/birth_place_2.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,1,false
false/domain_range/birth_place_5.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,1,false
false/domain_range/birth_place_6.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,1,false
false/domain_range/branch_0.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,1,false
false/domain_range/branch_3.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,1,false
false/domain_range/city_0.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,1,false
false/domain_range/city_1.ttl,0,0,1,0,0,0,0,0,0,0,0,0,0,1,false
false/domain_range/city_9.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,1,false
false/domain_range/class_8.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,1,false
false/domain_range/computing_platform_0.ttl,0,0,267,0,0,0,0,0,0,0,0,0,0,1,false
false/domain_range/computing_platform_1.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,1,false
false/domain_range/computing_platform_2.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,1,false
false/domain_range/computing_platform_8.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,1,false
false/domain_range/country_3.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,1,false
false/domain_range/country_9.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,1,false
false/domain_range/death_place_1.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,1,false
false/domain_range/death_place_8.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,1,false
false/domain_range/department_3.ttl,0,0,0,0,0,0,0,0,0,0,0,0,0,1,false
false/domain_range/department_4.ttl,0,0,1,0,0,0,0,0,0,0,0,0,0,1,false
false/domain_range/department_9.ttl,0,0,1939,0,0,0,0,0,0,0,0,0,0,1,false
false/domain_range/director_8.ttl,0,0,2,0,0,0,0,0,0,0,0,0,0,1,false
