15:00:03,025  INFO StanfordNLPNamedEntityRecognition:45 - Loading model from: edu/stanford/nlp/models/ner/english.muc.7class.distsim.crf.ser.gz
15:11:43,496  INFO DomainRangeCheckFeature:56 - DR-Feature DOMAIN: SELECT * WHERE { <http://dbpedia.org/ontology/subsidiary> rdfs:range ?ran }
15:12:02,517  INFO EvidenceScorer:36 - Loading machine learning model: SMO
15:17:31,817  INFO DefaultSearchEngine:32 - Query: 'Selectica|-|??? NONE ???|-|Determine Software|-|en' cached! Starting to get from cache!
15:17:49,657  INFO EvidenceScorer:36 - Loading machine learning model: SMO
15:19:41,035  INFO DefaultSearchEngine:32 - Query: 'Selectica|-|??? NONE ???|-|Determine Software|-|en' cached! Starting to get from cache!
15:19:42,029  INFO EvidenceScorer:36 - Loading machine learning model: SMO
15:29:47,805  INFO Defacto:71 - Checking fact: <http://rdf.freebase.com/ns/m.02_3cr6> <http://dbpedia.org/ontology/subsidiary> <http://rdf.freebase.com/ns/m.02whbs_> [2005-2005]
15:29:47,814  INFO StanfordNLPNamedEntityRecognition:46 - Loading model from: edu/stanford/nlp/models/ner/english.muc.7class.distsim.crf.ser.gz
15:29:51,066  INFO NlpModelManager:27 - Created 1 StanfordNLP NER model!
15:29:51,098  INFO HttpClientUtil:102 - Creating new http client, config:maxConnections=128&maxConnectionsPerHost=32&followRedirects=false
15:29:51,297  INFO HttpClientUtil:102 - Creating new http client, config:maxConnections=128&maxConnectionsPerHost=32&followRedirects=false
15:29:51,307  INFO HttpClientUtil:102 - Creating new http client, config:maxConnections=128&maxConnectionsPerHost=32&followRedirects=false
15:29:51,319  INFO QueryGenerator:68 - Generated 1 queries for fact: http://rdf.freebase.com/ns/m.02_3cr6 @http://dbpedia.org/ontology/subsidiary http://rdf.freebase.com/ns/m.02whbs_
15:29:51,320  INFO Defacto:86 - Preparing queries took 0 min, 0 sec
15:29:51,324  INFO HttpClientUtil:102 - Creating new http client, config:maxConnections=128&maxConnectionsPerHost=32&followRedirects=false
15:29:51,483  INFO DefaultSearchEngine:33 - Query: 'Selectica|-|??? NONE ???|-|Determine Software|-|en' cached! Starting to get from cache!
15:29:51,514  INFO EvidenceCrawler:213 - Creating thread pool for 10 html crawlers!
15:29:51,562  INFO EvidenceCrawler:170 - Creating thread pool for 4 parsers!
15:29:51,630  INFO HttpClientUtil:102 - Creating new http client, config:maxConnections=128&maxConnectionsPerHost=32&followRedirects=false
15:29:51,665  INFO HttpClientUtil:102 - Creating new http client, config:maxConnections=128&maxConnectionsPerHost=32&followRedirects=false
15:29:51,676  INFO Defacto:93 - Crawling evidence took 0 min, 0 sec
15:29:51,732  INFO Defacto:102 - Fact feature extraction took 0 min, 0 sec
15:29:52,286  INFO Defacto:108 - Scoring took 0 min, 0 sec
15:29:52,528  INFO Defacto:114 - Feature extraction took 0 min, 0 sec
15:29:52,529  INFO EvidenceScorer:37 - Loading machine learning model: SMO
15:29:52,538  INFO Defacto:122 - Scoring took 0 min, 0 sec
15:36:59,369  INFO Defacto:72 - Checking fact: <http://rdf.freebase.com/ns/m.02_3cr6> <http://dbpedia.org/ontology/subsidiary> <http://rdf.freebase.com/ns/m.02whbs_> [2005-2005]
15:36:59,379  INFO StanfordNLPNamedEntityRecognition:46 - Loading model from: edu/stanford/nlp/models/ner/english.muc.7class.distsim.crf.ser.gz
15:37:02,410  INFO NlpModelManager:27 - Created 1 StanfordNLP NER model!
15:37:02,431  INFO HttpClientUtil:102 - Creating new http client, config:maxConnections=128&maxConnectionsPerHost=32&followRedirects=false
15:37:02,619  INFO HttpClientUtil:102 - Creating new http client, config:maxConnections=128&maxConnectionsPerHost=32&followRedirects=false
15:37:02,628  INFO HttpClientUtil:102 - Creating new http client, config:maxConnections=128&maxConnectionsPerHost=32&followRedirects=false
15:37:02,641  INFO QueryGenerator:68 - Generated 1 queries for fact: http://rdf.freebase.com/ns/m.02_3cr6 @http://dbpedia.org/ontology/subsidiary http://rdf.freebase.com/ns/m.02whbs_
15:37:02,642  INFO Defacto:87 - Preparing queries took 0 min, 0 sec
15:37:02,646  INFO HttpClientUtil:102 - Creating new http client, config:maxConnections=128&maxConnectionsPerHost=32&followRedirects=false
15:37:02,784  INFO DefaultSearchEngine:33 - Query: 'Selectica|-|??? NONE ???|-|Determine Software|-|en' cached! Starting to get from cache!
15:37:02,817  INFO EvidenceCrawler:213 - Creating thread pool for 10 html crawlers!
15:37:02,865  INFO EvidenceCrawler:170 - Creating thread pool for 4 parsers!
15:37:02,922  INFO HttpClientUtil:102 - Creating new http client, config:maxConnections=128&maxConnectionsPerHost=32&followRedirects=false
15:37:02,956  INFO HttpClientUtil:102 - Creating new http client, config:maxConnections=128&maxConnectionsPerHost=32&followRedirects=false
15:37:02,969  INFO Defacto:94 - Crawling evidence took 0 min, 0 sec
15:37:03,030  INFO Defacto:103 - Fact feature extraction took 0 min, 0 sec
15:37:03,610  INFO Defacto:109 - Scoring took 0 min, 0 sec
15:37:03,875  INFO Defacto:115 - Feature extraction took 0 min, 0 sec
15:37:03,876  INFO EvidenceScorer:37 - Loading machine learning model: SMO
15:37:03,889  INFO Defacto:123 - Scoring took 0 min, 0 sec
15:37:53,112  INFO org.aksw.defacto.Defacto:72 - Checking fact: <http://rdf.freebase.com/ns/m.02_3cr6> <http://dbpedia.org/ontology/subsidiary> <http://rdf.freebase.com/ns/m.02whbs_> [2005-2005]
15:37:53,121  INFO org.aksw.defacto.nlp.ner.StanfordNLPNamedEntityRecognition:46 - Loading model from: edu/stanford/nlp/models/ner/english.muc.7class.distsim.crf.ser.gz
15:37:56,181  INFO org.aksw.defacto.search.concurrent.NlpModelManager:27 - Created 1 StanfordNLP NER model!
15:37:56,211  INFO org.apache.solr.client.solrj.impl.HttpClientUtil:102 - Creating new http client, config:maxConnections=128&maxConnectionsPerHost=32&followRedirects=false
15:37:56,419  INFO org.apache.solr.client.solrj.impl.HttpClientUtil:102 - Creating new http client, config:maxConnections=128&maxConnectionsPerHost=32&followRedirects=false
15:37:56,429  INFO org.apache.solr.client.solrj.impl.HttpClientUtil:102 - Creating new http client, config:maxConnections=128&maxConnectionsPerHost=32&followRedirects=false
15:37:56,451  INFO org.aksw.defacto.search.query.QueryGenerator:68 - Generated 1 queries for fact: http://rdf.freebase.com/ns/m.02_3cr6 @http://dbpedia.org/ontology/subsidiary http://rdf.freebase.com/ns/m.02whbs_
15:37:56,451  INFO org.aksw.defacto.Defacto:87 - Preparing queries took 0 min, 0 sec
15:37:56,456  INFO org.apache.solr.client.solrj.impl.HttpClientUtil:102 - Creating new http client, config:maxConnections=128&maxConnectionsPerHost=32&followRedirects=false
15:37:56,608  INFO org.aksw.defacto.search.engine.DefaultSearchEngine:33 - Query: 'Selectica|-|??? NONE ???|-|Determine Software|-|en' cached! Starting to get from cache!
15:37:56,626  INFO org.aksw.defacto.search.crawl.EvidenceCrawler:213 - Creating thread pool for 10 html crawlers!
15:37:56,673  INFO org.aksw.defacto.search.crawl.EvidenceCrawler:170 - Creating thread pool for 4 parsers!
15:37:56,729  INFO org.apache.solr.client.solrj.impl.HttpClientUtil:102 - Creating new http client, config:maxConnections=128&maxConnectionsPerHost=32&followRedirects=false
15:37:56,765  INFO org.apache.solr.client.solrj.impl.HttpClientUtil:102 - Creating new http client, config:maxConnections=128&maxConnectionsPerHost=32&followRedirects=false
15:37:56,776  INFO org.aksw.defacto.Defacto:94 - Crawling evidence took 0 min, 0 sec
15:37:56,832  INFO org.aksw.defacto.Defacto:103 - Fact feature extraction took 0 min, 0 sec
15:37:57,368  INFO org.aksw.defacto.Defacto:109 - Scoring took 0 min, 0 sec
15:37:57,621  INFO org.aksw.defacto.Defacto:115 - Feature extraction took 0 min, 0 sec
15:37:57,623  INFO org.aksw.defacto.ml.score.EvidenceScorer:37 - Loading machine learning model: SMO
15:37:57,636  INFO org.aksw.defacto.Defacto:123 - Scoring took 0 min, 0 sec
15:38:16,523  INFO org.aksw.defacto.Defacto:72 - Checking fact: <http://rdf.freebase.com/ns/m.02_3cr6> <http://dbpedia.org/ontology/subsidiary> <http://rdf.freebase.com/ns/m.02whbs_> [2005-2005]
15:38:16,535  INFO org.aksw.defacto.nlp.ner.StanfordNLPNamedEntityRecognition:46 - Loading model from: edu/stanford/nlp/models/ner/english.muc.7class.distsim.crf.ser.gz
15:38:19,581  INFO org.aksw.defacto.search.concurrent.NlpModelManager:27 - Created 1 StanfordNLP NER model!
15:38:19,613  INFO org.apache.solr.client.solrj.impl.HttpClientUtil:102 - Creating new http client, config:maxConnections=128&maxConnectionsPerHost=32&followRedirects=false
15:38:19,831  INFO org.apache.solr.client.solrj.impl.HttpClientUtil:102 - Creating new http client, config:maxConnections=128&maxConnectionsPerHost=32&followRedirects=false
15:38:19,841  INFO org.apache.solr.client.solrj.impl.HttpClientUtil:102 - Creating new http client, config:maxConnections=128&maxConnectionsPerHost=32&followRedirects=false
15:38:19,855  INFO org.aksw.defacto.search.query.QueryGenerator:68 - Generated 1 queries for fact: http://rdf.freebase.com/ns/m.02_3cr6 @http://dbpedia.org/ontology/subsidiary http://rdf.freebase.com/ns/m.02whbs_
15:38:19,857  INFO org.aksw.defacto.Defacto:87 - Preparing queries took 0 min, 0 sec
15:38:19,862  INFO org.apache.solr.client.solrj.impl.HttpClientUtil:102 - Creating new http client, config:maxConnections=128&maxConnectionsPerHost=32&followRedirects=false
15:38:20,009  INFO org.aksw.defacto.search.engine.DefaultSearchEngine:33 - Query: 'Selectica|-|??? NONE ???|-|Determine Software|-|en' cached! Starting to get from cache!
15:38:20,031  INFO org.aksw.defacto.search.crawl.EvidenceCrawler:213 - Creating thread pool for 10 html crawlers!
15:38:20,079  INFO org.aksw.defacto.search.crawl.EvidenceCrawler:170 - Creating thread pool for 4 parsers!
15:38:20,139  INFO org.apache.solr.client.solrj.impl.HttpClientUtil:102 - Creating new http client, config:maxConnections=128&maxConnectionsPerHost=32&followRedirects=false
15:38:20,180  INFO org.apache.solr.client.solrj.impl.HttpClientUtil:102 - Creating new http client, config:maxConnections=128&maxConnectionsPerHost=32&followRedirects=false
15:38:20,193  INFO org.aksw.defacto.Defacto:94 - Crawling evidence took 0 min, 0 sec
15:38:20,275  INFO org.aksw.defacto.Defacto:103 - Fact feature extraction took 0 min, 0 sec
15:38:20,819  INFO org.aksw.defacto.Defacto:109 - Scoring took 0 min, 0 sec
15:38:21,067  INFO org.aksw.defacto.Defacto:115 - Feature extraction took 0 min, 0 sec
15:38:21,069  INFO org.aksw.defacto.ml.score.EvidenceScorer:37 - Loading machine learning model: SMO
15:38:21,081  INFO org.aksw.defacto.Defacto:123 - Scoring took 0 min, 0 sec
15:38:38,389  INFO org.aksw.defacto.Defacto:72 - Checking fact: <http://rdf.freebase.com/ns/m.02_3cr6> <http://dbpedia.org/ontology/subsidiary> <http://rdf.freebase.com/ns/m.02whbs_> [2005-2005]
15:38:38,398  INFO org.aksw.defacto.nlp.ner.StanfordNLPNamedEntityRecognition:46 - Loading model from: edu/stanford/nlp/models/ner/english.muc.7class.distsim.crf.ser.gz
15:38:41,447  INFO org.aksw.defacto.search.concurrent.NlpModelManager:27 - Created 1 StanfordNLP NER model!
15:38:41,753  INFO org.aksw.defacto.search.query.QueryGenerator:68 - Generated 1 queries for fact: http://rdf.freebase.com/ns/m.02_3cr6 @http://dbpedia.org/ontology/subsidiary http://rdf.freebase.com/ns/m.02whbs_
15:38:41,755  INFO org.aksw.defacto.Defacto:87 - Preparing queries took 0 min, 0 sec
15:38:41,967  INFO org.aksw.defacto.search.engine.DefaultSearchEngine:33 - Query: 'Selectica|-|??? NONE ???|-|Determine Software|-|en' cached! Starting to get from cache!
15:38:41,985  INFO org.aksw.defacto.search.crawl.EvidenceCrawler:213 - Creating thread pool for 10 html crawlers!
15:38:42,034  INFO org.aksw.defacto.search.crawl.EvidenceCrawler:170 - Creating thread pool for 4 parsers!
15:38:42,131  INFO org.aksw.defacto.Defacto:94 - Crawling evidence took 0 min, 0 sec
15:38:42,197  INFO org.aksw.defacto.Defacto:103 - Fact feature extraction took 0 min, 0 sec
15:38:42,719  INFO org.aksw.defacto.Defacto:109 - Scoring took 0 min, 0 sec
15:38:42,987  INFO org.aksw.defacto.Defacto:115 - Feature extraction took 0 min, 0 sec
15:38:42,989  INFO org.aksw.defacto.ml.score.EvidenceScorer:37 - Loading machine learning model: SMO
15:38:43,001  INFO org.aksw.defacto.Defacto:123 - Scoring took 0 min, 0 sec
15:46:42,194  INFO Defacto:72 - Checking fact: <http://rdf.freebase.com/ns/m.02_3cr6> <http://dbpedia.org/ontology/subsidiary> <http://rdf.freebase.com/ns/m.02whbs_> [2005-2005]
15:46:42,203  INFO StanfordNLPNamedEntityRecognition:46 - Loading model from: edu/stanford/nlp/models/ner/english.muc.7class.distsim.crf.ser.gz
15:46:45,260  INFO NlpModelManager:27 - Created 1 StanfordNLP NER model!
15:46:45,510  INFO QueryGenerator:68 - Generated 1 queries for fact: http://rdf.freebase.com/ns/m.02_3cr6 @http://dbpedia.org/ontology/subsidiary http://rdf.freebase.com/ns/m.02whbs_
15:46:45,511  INFO Defacto:87 - Preparing queries took 0 min, 0 sec
15:46:45,664  INFO DefaultSearchEngine:33 - Query: 'Selectica|-|??? NONE ???|-|Determine Software|-|en' cached! Starting to get from cache!
15:46:45,693  INFO EvidenceCrawler:213 - Creating thread pool for 10 html crawlers!
15:46:45,743  INFO EvidenceCrawler:170 - Creating thread pool for 4 parsers!
15:46:45,841  INFO Defacto:94 - Crawling evidence took 0 min, 0 sec
15:46:45,896  INFO Defacto:103 - Fact feature extraction took 0 min, 0 sec
15:46:46,368  INFO Defacto:109 - Scoring took 0 min, 0 sec
15:46:46,774  INFO Defacto:115 - Feature extraction took 0 min, 0 sec
15:46:46,775  INFO EvidenceScorer:37 - Loading machine learning model: SMO
15:46:46,785  INFO Defacto:123 - Scoring took 0 min, 0 sec
15:47:12,663  INFO Defacto:72 - Checking fact: <http://rdf.freebase.com/ns/m.02_3cr6> <http://dbpedia.org/ontology/subsidiary> <http://rdf.freebase.com/ns/m.02whbs_> [2005-2005]
15:47:12,672  INFO StanfordNLPNamedEntityRecognition:46 - Loading model from: edu/stanford/nlp/models/ner/english.muc.7class.distsim.crf.ser.gz
15:47:15,806  INFO NlpModelManager:27 - Created 1 StanfordNLP NER model!
15:47:16,079  INFO QueryGenerator:68 - Generated 1 queries for fact: http://rdf.freebase.com/ns/m.02_3cr6 @http://dbpedia.org/ontology/subsidiary http://rdf.freebase.com/ns/m.02whbs_
15:47:16,080  INFO Defacto:87 - Preparing queries took 0 min, 0 sec
15:47:16,228  INFO DefaultSearchEngine:33 - Query: 'Selectica|-|??? NONE ???|-|Determine Software|-|en' cached! Starting to get from cache!
15:47:16,246  INFO EvidenceCrawler:213 - Creating thread pool for 10 html crawlers!
15:47:16,294  INFO EvidenceCrawler:170 - Creating thread pool for 4 parsers!
15:47:16,401  INFO Defacto:94 - Crawling evidence took 0 min, 0 sec
15:47:16,472  INFO Defacto:103 - Fact feature extraction took 0 min, 0 sec
15:47:16,989  INFO Defacto:109 - Scoring took 0 min, 0 sec
15:47:17,248  INFO Defacto:115 - Feature extraction took 0 min, 0 sec
15:47:17,250  INFO EvidenceScorer:37 - Loading machine learning model: SMO
15:47:17,260  INFO Defacto:123 - Scoring took 0 min, 0 sec
15:48:43,570  INFO Defacto:72 - Checking fact: <http://rdf.freebase.com/ns/m.02_3cr6> <http://dbpedia.org/ontology/subsidiary> <http://rdf.freebase.com/ns/m.02whbs_> [2005-2005]
15:48:43,579  INFO StanfordNLPNamedEntityRecognition:46 - Loading model from: edu/stanford/nlp/models/ner/english.muc.7class.distsim.crf.ser.gz
15:48:46,715  INFO NlpModelManager:27 - Created 1 StanfordNLP NER model!
15:48:46,979  INFO QueryGenerator:68 - Generated 1 queries for fact: http://rdf.freebase.com/ns/m.02_3cr6 @http://dbpedia.org/ontology/subsidiary http://rdf.freebase.com/ns/m.02whbs_
15:48:46,981  INFO Defacto:87 - Preparing queries took 0 min, 0 sec
15:48:47,121  INFO DefaultSearchEngine:33 - Query: 'Selectica|-|??? NONE ???|-|Determine Software|-|en' cached! Starting to get from cache!
15:48:47,157  INFO EvidenceCrawler:213 - Creating thread pool for 10 html crawlers!
15:48:47,203  INFO EvidenceCrawler:170 - Creating thread pool for 4 parsers!
15:48:47,302  INFO Defacto:94 - Crawling evidence took 0 min, 0 sec
15:48:47,368  INFO Defacto:103 - Fact feature extraction took 0 min, 0 sec
15:48:47,873  INFO Defacto:109 - Scoring took 0 min, 0 sec
15:48:48,141  INFO Defacto:115 - Feature extraction took 0 min, 0 sec
15:48:48,142  INFO EvidenceScorer:37 - Loading machine learning model: SMO
15:48:48,152  INFO Defacto:123 - Scoring took 0 min, 0 sec
15:53:15,152  INFO Defacto:72 - Checking fact: <http://rdf.freebase.com/ns/m.02_3cr6> <http://dbpedia.org/ontology/subsidiary> <http://rdf.freebase.com/ns/m.02whbs_> [2005-2005]
15:53:15,160  INFO StanfordNLPNamedEntityRecognition:46 - Loading model from: edu/stanford/nlp/models/ner/english.muc.7class.distsim.crf.ser.gz
15:53:18,268  INFO NlpModelManager:27 - Created 1 StanfordNLP NER model!
15:53:18,506  INFO QueryGenerator:68 - Generated 1 queries for fact: http://rdf.freebase.com/ns/m.02_3cr6 @http://dbpedia.org/ontology/subsidiary http://rdf.freebase.com/ns/m.02whbs_
15:53:18,507  INFO Defacto:87 - Preparing queries took 0 min, 0 sec
15:53:18,654  INFO DefaultSearchEngine:33 - Query: 'Selectica|-|??? NONE ???|-|Determine Software|-|en' cached! Starting to get from cache!
15:53:18,671  INFO EvidenceCrawler:213 - Creating thread pool for 10 html crawlers!
15:53:18,722  INFO EvidenceCrawler:170 - Creating thread pool for 4 parsers!
15:53:18,824  INFO Defacto:94 - Crawling evidence took 0 min, 0 sec
15:53:18,888  INFO Defacto:103 - Fact feature extraction took 0 min, 0 sec
15:53:19,399  INFO Defacto:109 - Scoring took 0 min, 0 sec
15:53:20,237  INFO Defacto:115 - Feature extraction took 0 min, 0 sec
15:53:20,238  INFO EvidenceScorer:37 - Loading machine learning model: SMO
15:53:20,247  INFO Defacto:123 - Scoring took 0 min, 0 sec
15:58:03,799  INFO Defacto:72 - Checking fact: <http://rdf.freebase.com/ns/m.02_3cr6> <http://dbpedia.org/ontology/subsidiary> <http://rdf.freebase.com/ns/m.02whbs_> [2005-2005]
15:58:03,808  INFO StanfordNLPNamedEntityRecognition:46 - Loading model from: edu/stanford/nlp/models/ner/english.muc.7class.distsim.crf.ser.gz
15:58:06,872  INFO NlpModelManager:27 - Created 1 StanfordNLP NER model!
15:58:07,134  INFO QueryGenerator:70 - Generated 1 queries for fact: http://rdf.freebase.com/ns/m.02_3cr6 @http://dbpedia.org/ontology/subsidiary http://rdf.freebase.com/ns/m.02whbs_
15:58:07,136  INFO Defacto:87 - Preparing queries took 0 min, 0 sec
15:58:07,291  INFO DefaultSearchEngine:33 - Query: 'Selectica|-|??? NONE ???|-|Determine Software|-|en' cached! Starting to get from cache!
15:58:07,309  INFO EvidenceCrawler:221 - Creating thread pool for 10 html crawlers!
15:58:07,368  INFO EvidenceCrawler:178 - Creating thread pool for 4 parsers!
15:58:07,463  INFO Defacto:94 - Crawling evidence took 0 min, 0 sec
15:58:07,520  INFO Defacto:103 - Fact feature extraction took 0 min, 0 sec
15:58:08,020  INFO Defacto:109 - Scoring took 0 min, 0 sec
15:58:08,279  INFO Defacto:115 - Feature extraction took 0 min, 0 sec
15:58:08,281  INFO EvidenceScorer:37 - Loading machine learning model: SMO
15:58:08,291  INFO Defacto:123 - Scoring took 0 min, 0 sec
16:03:43,539  INFO Defacto:72 - Checking fact: <http://rdf.freebase.com/ns/m.02_3cr6> <http://dbpedia.org/ontology/subsidiary> <http://rdf.freebase.com/ns/m.02whbs_> [2005-2005]
16:03:43,550  INFO StanfordNLPNamedEntityRecognition:46 - Loading model from: edu/stanford/nlp/models/ner/english.muc.7class.distsim.crf.ser.gz
16:03:46,682  INFO NlpModelManager:27 - Created 1 StanfordNLP NER model!
16:03:46,917  INFO QueryGenerator:70 - Generated 1 queries for fact: http://rdf.freebase.com/ns/m.02_3cr6 @http://dbpedia.org/ontology/subsidiary http://rdf.freebase.com/ns/m.02whbs_
16:03:46,918  INFO Defacto:87 - Preparing queries took 0 min, 0 sec
16:03:47,060  INFO DefaultSearchEngine:33 - Query: 'Selectica|-|??? NONE ???|-|Determine Software|-|en' cached! Starting to get from cache!
16:03:47,090  INFO EvidenceCrawler:221 - Creating thread pool for 10 html crawlers!
16:03:47,147  INFO EvidenceCrawler:178 - Creating thread pool for 4 parsers!
16:03:47,251  INFO Defacto:93 - Crawling evidence took 0 min, 0 sec
16:03:47,317  INFO Defacto:102 - Fact feature extraction took 0 min, 0 sec
16:03:47,840  INFO Defacto:108 - Scoring took 0 min, 0 sec
16:03:49,074  INFO Defacto:114 - Feature extraction took 0 min, 1 sec
16:03:49,076  INFO EvidenceScorer:37 - Loading machine learning model: SMO
16:03:49,086  INFO Defacto:122 - Scoring took 0 min, 0 sec
16:04:59,176  INFO Defacto:72 - Checking fact: <http://rdf.freebase.com/ns/m.02_3cr6> <http://dbpedia.org/ontology/subsidiary> <http://rdf.freebase.com/ns/m.02whbs_> [2005-2005]
16:04:59,186  INFO StanfordNLPNamedEntityRecognition:46 - Loading model from: edu/stanford/nlp/models/ner/english.muc.7class.distsim.crf.ser.gz
16:05:02,235  INFO NlpModelManager:27 - Created 1 StanfordNLP NER model!
16:05:02,486  INFO QueryGenerator:70 - Generated 1 queries for fact: http://rdf.freebase.com/ns/m.02_3cr6 @http://dbpedia.org/ontology/subsidiary http://rdf.freebase.com/ns/m.02whbs_
16:05:02,487  INFO Defacto:87 - Preparing queries took 0 min, 0 sec
16:05:02,651  INFO DefaultSearchEngine:33 - Query: 'Selectica|-|??? NONE ???|-|Determine Software|-|en' cached! Starting to get from cache!
16:05:02,688  INFO EvidenceCrawler:221 - Creating thread pool for 10 html crawlers!
16:05:02,731  INFO EvidenceCrawler:178 - Creating thread pool for 4 parsers!
16:05:02,798  INFO Defacto:93 - Crawling evidence took 0 min, 0 sec
16:05:02,844  INFO Defacto:102 - Fact feature extraction took 0 min, 0 sec
16:05:03,344  INFO Defacto:108 - Scoring took 0 min, 0 sec
16:05:03,599  INFO Defacto:114 - Feature extraction took 0 min, 0 sec
16:05:03,600  INFO EvidenceScorer:37 - Loading machine learning model: SMO
16:05:03,612  INFO Defacto:122 - Scoring took 0 min, 0 sec
16:07:59,441  INFO Defacto:72 - Checking fact: <http://rdf.freebase.com/ns/m.02_3cr6> <http://dbpedia.org/ontology/subsidiary> <http://rdf.freebase.com/ns/m.02whbs_> [2005-2005]
16:07:59,450  INFO StanfordNLPNamedEntityRecognition:46 - Loading model from: edu/stanford/nlp/models/ner/english.muc.7class.distsim.crf.ser.gz
16:08:02,585  INFO NlpModelManager:27 - Created 1 StanfordNLP NER model!
16:08:02,848  INFO QueryGenerator:70 - Generated 1 queries for fact: http://rdf.freebase.com/ns/m.02_3cr6 @http://dbpedia.org/ontology/subsidiary http://rdf.freebase.com/ns/m.02whbs_
16:08:02,850  INFO Defacto:87 - Preparing queries took 0 min, 0 sec
16:08:02,994  INFO DefaultSearchEngine:33 - Query: 'Selectica|-|??? NONE ???|-|Determine Software|-|en' cached! Starting to get from cache!
16:08:03,023  INFO EvidenceCrawler:221 - Creating thread pool for 10 html crawlers!
16:08:03,066  INFO EvidenceCrawler:178 - Creating thread pool for 4 parsers!
16:08:03,132  INFO Defacto:93 - Crawling evidence took 0 min, 0 sec
16:08:03,178  INFO Defacto:102 - Fact feature extraction took 0 min, 0 sec
16:08:03,654  INFO Defacto:108 - Scoring took 0 min, 0 sec
16:08:03,913  INFO Defacto:114 - Feature extraction took 0 min, 0 sec
16:08:03,915  INFO EvidenceScorer:37 - Loading machine learning model: SMO
16:08:03,926  INFO Defacto:122 - Scoring took 0 min, 0 sec
16:09:22,922  INFO Defacto:72 - Checking fact: <http://rdf.freebase.com/ns/m.02_3cr6> <http://dbpedia.org/ontology/subsidiary> <http://rdf.freebase.com/ns/m.02whbs_> [2005-2005]
16:09:22,935  INFO StanfordNLPNamedEntityRecognition:46 - Loading model from: edu/stanford/nlp/models/ner/english.muc.7class.distsim.crf.ser.gz
16:09:26,131  INFO NlpModelManager:27 - Created 1 StanfordNLP NER model!
16:09:26,422  INFO QueryGenerator:70 - Generated 1 queries for fact: http://rdf.freebase.com/ns/m.02_3cr6 @http://dbpedia.org/ontology/subsidiary http://rdf.freebase.com/ns/m.02whbs_
16:09:26,423  INFO Defacto:87 - Preparing queries took 0 min, 0 sec
16:09:26,569  INFO DefaultSearchEngine:33 - Query: 'Selectica|-|??? NONE ???|-|Determine Software|-|en' cached! Starting to get from cache!
16:09:26,595  INFO EvidenceCrawler:221 - Creating thread pool for 10 html crawlers!
16:09:26,633  INFO EvidenceCrawler:178 - Creating thread pool for 3 parsers!
16:09:26,696  INFO Defacto:93 - Crawling evidence took 0 min, 0 sec
16:09:26,743  INFO Defacto:102 - Fact feature extraction took 0 min, 0 sec
16:09:27,196  INFO Defacto:108 - Scoring took 0 min, 0 sec
16:09:27,450  INFO Defacto:114 - Feature extraction took 0 min, 0 sec
16:09:27,452  INFO EvidenceScorer:37 - Loading machine learning model: SMO
16:09:27,462  INFO Defacto:122 - Scoring took 0 min, 0 sec
16:10:02,007  INFO Defacto:72 - Checking fact: <http://rdf.freebase.com/ns/m.02_3cr6> <http://dbpedia.org/ontology/subsidiary> <http://rdf.freebase.com/ns/m.02whbs_> [2005-2005]
